scenario_id,target_NH3_t_per_day,hour,u_on,P_load_MW,P_wind_MW,P_pv_MW,P_re_MW,P_alk_MW,P_pem_MW,P_nh3_MW,P_buy_MW,P_sell_MW,P_curtail_MW,NH3_t,cost_yuan,sell_revenue_yuan,net_cost_yuan
W1_P1,72.0,14,1,3.63,6.708,52.48,59.188,20.0,20.0,1.5,0.0,14.058,0.0,3.0,12306.8,5312.5182,6994.2818
W1_P1,72.0,15,1,3.8202,11.176,44.8,55.976,20.0,20.0,1.5,0.0,10.6558,0.0,3.0,12055.4,4026.82682,8028.57318
W1_P1,72.0,16,1,3.75,10.108,33.28,43.388,20.0,20.0,1.5,1.862,0.0,0.0,3.0,11643.7788,0.0,11643.7788
W1_P1,72.0,17,1,3.1398,6.384,24.32,30.704,20.0,20.0,1.5,13.9358,0.0,0.0,3.0,17343.60492,0.0,17343.60492
W1_P1,72.0,18,1,2.61,6.428,11.52,17.948,20.0,20.0,1.5,26.162,0.0,0.0,3.0,28341.9888,0.0,28341.9888
W1_P1,72.0,19,1,2.1198,5.736,0.0,5.736,20.0,20.0,1.5,37.8838,0.0,0.0,3.0,36261.36112,0.0,36261.36112
W1_P1,72.0,20,1,1.86,3.752,0.0,3.752,20.0,20.0,1.5,39.608,0.0,0.0,3.0,37347.2592,0.0,37347.2592
W1_P1,72.0,21,1,1.6302,3.692,0.0,3.692,20.0,20.0,1.5,39.4382,0.0,0.0,3.0,29511.56268,0.0,29511.56268
W1_P1,72.0,22,1,1.56,4.88,0.0,4.88,20.0,20.0,1.5,38.18,0.0,0.0,3.0,28925.532,0.0,28925.532
W1_P1,72.0,23,1,1.4802,3.192,0.0,3.192,20.0,20.0,1.5,39.7882,0.0,0.0,3.0,19105.27968,0.0,19105.27968
W1_P1,63.0,0,1,1.3698,9.776,0.0,9.776,20.0,20.0,1.5,33.0938,0.0,0.0,3.0,17800.71712,0.0,17800.71712
W1_P1,63.0,1,1,1.0998,10.904,0.0,10.904,20.0,20.0,1.5,31.6958,0.0,0.0,3.0,17491.24192,0.0,17491.24192
W1_P1,63.0,2,1,0.7998,15.152,0.0,15.152,20.0,20.0,1.5,27.1478,0.0,0.0,3.0,16571.20672,0.0,16571.20672
W1_P1,63.0,3,1,0.99,13.312,0.0,13.312,20.0,20.0,1.5,29.178,0.0,0.0,3.0,16990.3472,0.0,16990.3472
W1_P1,63.0,4,1,1.1802,15.072,0.0,15.072,20.0,20.0,1.5,27.6082,0.0,0.0,3.0,16716.84768,0.0,16716.84768
W1_P1,63.0,5,1,1.6302,18.724,0.0,18.724,20.0,20.0,1.5,24.4062,0.0,0.0,3.0,16168.28288,0.0,16168.28288
W1_P1,63.0,6,1,2.5002,9.628,14.08,23.708,20.0,20.0,1.5,20.2922,0.0,0.0,3.0,15084.84928,0.0,15084.84928
W1_P1,63.0,7,1,3.3702,22.804,25.6,48.404,20.0,20.0,1.5,0.0,3.5338,0.0,3.0,11495.6,1335.42302,10160.17698
W1_P1,63.0,8,1,4.0098,17.852,37.12,54.972,20.0,20.0,1.5,0.0,9.4622,0.0,3.0,12135.2,3575.76538,8559.43462
W1_P1,63.0,9,1,4.2,14.328,46.08,60.408,20.0,20.0,1.5,0.0,14.708,0.0,3.0,12681.8,5558.1532,7123.6468
W1_P1,63.0,10,1,4.1202,11.904,52.48,64.384,20.0,20.0,1.5,0.0,18.7638,0.0,3.0,13086.2,7090.84002,5995.35998
W1_P1,63.0,11,1,3.9,7.736,55.04,62.776,20.0,20.0,1.5,0.0,17.376,0.0,3.0,12768.2,6566.3904,6201.8096
W1_P1,63.0,12,1,3.2598,8.556,56.32,64.876,20.0,20.0,1.5,0.0,20.1162,0.0,3.0,13044.8,7601.91198,5442.88802
W1_P1,63.0,13,1,2.6898,14.52,56.32,70.84,20.0,20.0,1.5,0.0,26.6502,0.0,3.0,13939.4,10071.11058,3868.28942
W1_P1,63.0,14,1,3.63,6.708,52.48,59.188,20.0,20.0,1.5,0.0,14.058,0.0,3.0,12306.8,5312.5182,6994.2818
W1_P1,63.0,15,1,3.8202,11.176,44.8,55.976,20.0,20.0,1.5,0.0,10.6558,0.0,3.0,12055.4,4026.82682,8028.57318
W1_P1,63.0,16,1,3.75,10.108,33.28,43.388,20.0,20.0,1.5,1.862,0.0,0.0,3.0,11643.7788,0.0,11643.7788
W1_P1,63.0,17,1,3.1398,6.384,24.32,30.704,20.0,20.0,1.5,13.9358,0.0,0.0,3.0,17343.60492,0.0,17343.60492
W1_P1,63.0,18,0,2.61,6.428,11.52,17.948,0.0,0.0,0.0,0.0,15.338,0.0,0.0,2346.6,5796.2302,-3449.6302
W1_P1,63.0,19,0,2.1198,5.736,0.0,5.736,0.0,0.0,0.0,0.0,3.6162,0.0,0.0,860.4,1366.56198,-506.16198
W1_P1,63.0,20,0,1.86,3.752,0.0,3.752,0.0,0.0,0.0,0.0,1.892,0.0,0.0,562.8,714.9868,-152.1868
W1_P1,63.0,21,1,1.6302,3.692,0.0,3.692,20.0,20.0,1.5,39.4382,0.0,0.0,3.0,29511.56268,0.0,29511.56268
W1_P1,63.0,22,1,1.56,4.88,0.0,4.88,20.0,20.0,1.5,38.18,0.0,0.0,3.0,28925.532,0.0,28925.532
W1_P1,63.0,23,1,1.4802,3.192,0.0,3.192,20.0,20.0,1.5,39.7882,0.0,0.0,3.0,19105.27968,0.0,19105.27968
W1_P1,54.0,0,1,1.3698,9.776,0.0,9.776,20.0,20.0,1.5,33.0938,0.0,0.0,3.0,17800.71712,0.0,17800.71712
W1_P1,54.0,1,1,1.0998,10.904,0.0,10.904,20.0,20.0,1.5,31.6958,0.0,0.0,3.0,17491.24192,0.0,17491.24192
W1_P1,54.0,2,1,0.7998,15.152,0.0,15.152,20.0,20.0,1.5,27.1478,0.0,0.0,3.0,16571.20672,0.0,16571.20672
W1_P1,54.0,3,1,0.99,13.312,0.0,13.312,20.0,20.0,1.5,29.178,0.0,0.0,3.0,16990.3472,0.0,16990.3472
W1_P1,54.0,4,1,1.1802,15.072,0.0,15.072,20.0,20.0,1.5,27.6082,0.0,0.0,3.0,16716.84768,0.0,16716.84768
W1_P1,54.0,5,1,1.6302,18.724,0.0,18.724,20.0,20.0,1.5,24.4062,0.0,0.0,3.0,16168.28288,0.0,16168.28288
W1_P1,54.0,6,1,2.5002,9.628,14.08,23.708,20.0,20.0,1.5,20.2922,0.0,0.0,3.0,15084.84928,0.0,15084.84928
W1_P1,54.0,7,1,3.3702,22.804,25.6,48.404,20.0,20.0,1.5,0.0,3.5338,0.0,3.0,11495.6,1335.42302,10160.17698
W1_P1,54.0,8,1,4.0098,17.852,37.12,54.972,20.0,20.0,1.5,0.0,9.4622,0.0,3.0,12135.2,3575.76538,8559.43462
W1_P1,54.0,9,1,4.2,14.328,46.08,60.408,20.0,20.0,1.5,0.0,14.708,0.0,3.0,12681.8,5558.1532,7123.6468
W1_P1,54.0,10,1,4.1202,11.904,52.48,64.384,20.0,20.0,1.5,0.0,18.7638,0.0,3.0,13086.2,7090.84002,5995.35998
W1_P1,54.0,11,1,3.9,7.736,55.04,62.776,20.0,20.0,1.5,0.0,17.376,0.0,3.0,12768.2,6566.3904,6201.8096
W1_P1,54.0,12,1,3.2598,8.556,56.32,64.876,20.0,20.0,1.5,0.0,20.1162,0.0,3.0,13044.8,7601.91198,5442.88802
W1_P1,54.0,13,1,2.6898,14.52,56.32,70.84,20.0,20.0,1.5,0.0,26.6502,0.0,3.0,13939.4,10071.11058,3868.28942
W1_P1,54.0,14,1,3.63,6.708,52.48,59.188,20.0,20.0,1.5,0.0,14.058,0.0,3.0,12306.8,5312.5182,6994.2818
W1_P1,54.0,15,1,3.8202,11.176,44.8,55.976,20.0,20.0,1.5,0.0,10.6558,0.0,3.0,12055.4,4026.82682,8028.57318
W1_P1,54.0,16,1,3.75,10.108,33.28,43.388,20.0,20.0,1.5,1.862,0.0,0.0,3.0,11643.7788,0.0,11643.7788
W1_P1,54.0,17,0,3.1398,6.384,24.32,30.704,0.0,0.0,0.0,0.0,27.5642,0.0,0.0,3876.0,10416.51118,-6540.51118
W1_P1,54.0,18,0,2.61,6.428,11.52,17.948,0.0,0.0,0.0,0.0,15.338,0.0,0.0,2346.6,5796.2302,-3449.6302
W1_P1,54.0,19,0,2.1198,5.736,0.0,5.736,0.0,0.0,0.0,0.0,3.6162,0.0,0.0,860.4,1366.56198,-506.16198
W1_P1,54.0,20,0,1.86,3.752,0.0,3.752,0.0,0.0,0.0,0.0,1.892,0.0,0.0,562.8,714.9868,-152.1868
W1_P1,54.0,21,0,1.6302,3.692,0.0,3.692,0.0,0.0,0.0,0.0,2.0618,0.0,0.0,553.8,779.15422,-225.35422
W1_P1,54.0,22,0,1.56,4.88,0.0,4.88,0.0,0.0,0.0,0.0,3.32,0.0,0.0,732.0,1254.628,-522.628
W1_P1,54.0,23,1,1.4802,3.192,0.0,3.192,20.0,20.0,1.5,39.7882,0.0,0.0,3.0,19105.27968,0.0,19105.27968
W1_P1,45.0,0,1,1.3698,9.776,0.0,9.776,20.0,20.0,1.5,33.0938,0.0,0.0,3.0,17800.71712,0.0,17800.71712
W1_P1,45.0,1,1,1.0998,10.904,0.0,10.904,20.0,20.0,1.5,31.6958,0.0,0.0,3.0,17491.24192,0.0,17491.24192
W1_P1,45.0,2,1,0.7998,15.152,0.0,15.152,20.0,20.0,1.5,27.1478,0.0,0.0,3.0,16571.20672,0.0,16571.20672
W1_P1,45.0,3,1,0.99,13.312,0.0,13.312,20.0,20.0,1.5,29.178,0.0,0.0,3.0,16990.3472,0.0,16990.3472
W1_P1,45.0,4,1,1.1802,15.072,0.0,15.072,20.0,20.0,1.5,27.6082,0.0,0.0,3.0,16716.84768,0.0,16716.84768
W1_P1,45.0,5,1,1.6302,18.724,0.0,18.724,20.0,20.0,1.5,24.4062,0.0,0.0,3.0,16168.28288,0.0,16168.28288
W1_P1,45.0,6,1,2.5002,9.628,14.08,23.708,20.0,20.0,1.5,20.2922,0.0,0.0,3.0,15084.84928,0.0,15084.84928
W1_P1,45.0,7,1,3.3702,22.804,25.6,48.404,20.0,20.0,1.5,0.0,3.5338,0.0,3.0,11495.6,1335.42302,10160.17698
W1_P1,45.0,8,1,4.0098,17.852,37.12,54.972,20.0,20.0,1.5,0.0,9.4622,0.0,3.0,12135.2,3575.76538,8559.43462
W1_P1,45.0,9,1,4.2,14.328,46.08,60.408,20.0,20.0,1.5,0.0,14.708,0.0,3.0,12681.8,5558.1532,7123.6468
W1_P1,45.0,10,1,4.1202,11.904,52.48,64.384,20.0,20.0,1.5,0.0,18.7638,0.0,3.0,13086.2,7090.84002,5995.35998
W1_P1,45.0,11,1,3.9,7.736,55.04,62.776,20.0,20.0,1.5,0.0,17.376,0.0,3.0,12768.2,6566.3904,6201.8096
W1_P1,45.0,12,1,3.2598,8.556,56.32,64.876,20.0,20.0,1.5,0.0,20.1162,0.0,3.0,13044.8,7601.91198,5442.88802
W1_P1,45.0,13,0,2.6898,14.52,56.32,70.84,0.0,0.0,0.0,0.0,68.1502,0.0,0.0,8936.4,25753.96058,-16817.56058
W1_P1,45.0,14,1,3.63,6.708,52.48,59.188,20.0,20.0,1.5,0.0,14.058,0.0,3.0,12306.8,5312.5182,6994.2818
W1_P1,45.0,15,0,3.8202,11.176,44.8,55.976,0.0,0.0,0.0,0.0,52.1558,0.0,0.0,7052.4,19709.67682,-12657.27682
W1_P1,45.0,16,0,3.75,10.108,33.28,43.388,0.0,0.0,0.0,0.0,39.638,0.0,0.0,5509.8,14979.2002,-9469.4002
W1_P1,45.0,17,0,3.1398,6.384,24.32,30.704,0.0,0.0,0.0,0.0,27.5642,0.0,0.0,3876.0,10416.51118,-6540.51118
W1_P1,45.0,18,0,2.61,6.428,11.52,17.948,0.0,0.0,0.0,0.0,15.338,0.0,0.0,2346.6,5796.2302,-3449.6302
W1_P1,45.0,19,0,2.1198,5.736,0.0,5.736,0.0,0.0,0.0,0.0,3.6162,0.0,0.0,860.4,1366.56198,-506.16198
W1_P1,45.0,20,0,1.86,3.752,0.0,3.752,0.0,0.0,0.0,0.0,1.892,0.0,0.0,562.8,714.9868,-152.1868
W1_P1,45.0,21,0,1.6302,3.692,0.0,3.692,0.0,0.0,0.0,0.0,2.0618,0.0,0.0,553.8,779.15422,-225.35422
W1_P1,45.0,22,0,1.56,4.88,0.0,4.88,0.0,0.0,0.0,0.0,3.32,0.0,0.0,732.0,1254.628,-522.628
W1_P1,45.0,23,1,1.4802,3.192,0.0,3.192,20.0,20.0,1.5,39.7882,0.0,0.0,3.0,19105.27968,0.0,19105.27968
W1_P1,36.0,0,1,1.3698,9.776,0.0,9.776,20.0,20.0,1.5,33.0938,0.0,0.0,3.0,17800.71712,0.0,17800.71712
W1_P1,36.0,1,1,1.0998,10.904,0.0,10.904,20.0,20.0,1.5,31.6958,0.0,0.0,3.0,17491.24192,0.0,17491.24192
W1_P1,36.0,2,1,0.7998,15.152,0.0,15.152,20.0,20.0,1.5,27.1478,0.0,0.0,3.0,16571.20672,0.0,16571.20672
W1_P1,36.0,3,1,0.99,13.312,0.0,13.312,20.0,20.0,1.5,29.178,0.0,0.0,3.0,16990.3472,0.0,16990.3472
W1_P1,36.0,4,1,1.1802,15.072,0.0,15.072,20.0,20.0,1.5,27.6082,0.0,0.0,3.0,16716.84768,0.0,16716.84768
W1_P1,36.0,5,1,1.6302,18.724,0.0,18.724,20.0,20.0,1.5,24.4062,0.0,0.0,3.0,16168.28288,0.0,16168.28288
W1_P1,36.0,6,1,2.5002,9.628,14.08,23.708,20.0,20.0,1.5,20.2922,0.0,0.0,3.0,15084.84928,0.0,15084.84928
W1_P1,36.0,7,1,3.3702,22.804,25.6,48.404,20.0,20.0,1.5,0.0,3.5338,0.0,3.0,11495.6,1335.42302,10160.17698
W1_P1,36.0,8,1,4.0098,17.852,37.12,54.972,20.0,20.0,1.5,0.0,9.4622,0.0,3.0,12135.2,3575.76538,8559.43462
W1_P1,36.0,9,0,4.2,14.328,46.08,60.408,0.0,0.0,0.0,0.0,56.208,0.0,0.0,7678.8,21241.0032,-13562.2032
W1_P1,36.0,10,1,4.1202,11.904,52.48,64.384,20.0,20.0,1.5,0.0,18.7638,0.0,3.0,13086.2,7090.84002,5995.35998
W1_P1,36.0,11,0,3.9,7.736,55.04,62.776,0.0,0.0,0.0,0.0,58.876,0.0,0.0,7765.2,22249.2404,-14484.0404
W1_P1,36.0,12,0,3.2598,8.556,56.32,64.876,0.0,0.0,0.0,0.0,61.6162,0.0,0.0,8041.8,23284.76198,-15242.96198
W1_P1,36.0,13,0,2.6898,14.52,56.32,70.84,0.0,0.0,0.0,0.0,68.1502,0.0,0.0,8936.4,25753.96058,-16817.56058
W1_P1,36.0,14,1,3.63,6.708,52.48,59.188,20.0,20.0,1.5,0.0,14.058,0.0,3.0,12306.8,5312.5182,6994.2818
W1_P1,36.0,15,0,3.8202,11.176,44.8,55.976,0.0,0.0,0.0,0.0,52.1558,0.0,0.0,7052.4,19709.67682,-12657.27682
W1_P1,36.0,16,0,3.75,10.108,33.28,43.388,0.0,0.0,0.0,0.0,39.638,0.0,0.0,5509.8,14979.2002,-9469.4002
W1_P1,36.0,17,0,3.1398,6.384,24.32,30.704,0.0,0.0,0.0,0.0,27.5642,0.0,0.0,3876.0,10416.51118,-6540.51118
W1_P1,36.0,18,0,2.61,6.428,11.52,17.948,0.0,0.0,0.0,0.0,15.338,0.0,0.0,2346.6,5796.2302,-3449.6302
W1_P1,36.0,19,0,2.1198,5.736,0.0,5.736,0.0,0.0,0.0,0.0,3.6162,0.0,0.0,860.4,1366.56198,-506.16198
W1_P1,36.0,20,0,1.86,3.752,0.0,3.752,0.0,0.0,0.0,0.0,1.892,0.0,0.0,562.8,714.9868,-152.1868
W1_P1,36.0,21,0,1.6302,3.692,0.0,3.692,0.0,0.0,0.0,0.0,2.0618,0.0,0.0,553.8,779.15422,-225.35422
W1_P1,36.0,22,0,1.56,4.88,0.0,4.88,0.0,0.0,0.0,0.0,3.32,0.0,0.0,732.0,1254.628,-522.628
W1_P1,36.0,23,1,1.4802,3.192,0.0,3.192,20.0,20.0,1.5,39.7882,0.0,0.0,3.0,19105.27968,0.0,19105.27968
W1_P2,72.0,0,1,1.3698,9.776,0.0,9.776,20.0,20.0,1.5,33.0938,0.0,0.0,3.0,17800.71712,0.0,17800.71712
W1_P2,72.0,1,1,1.0998,10.904,0.0,10.904,20.0,20.0,1.5,31.6958,0.0,0.0,3.0,17491.24192,0.0,17491.24192
W1_P2,72.0,2,1,0.7998,15.152,0.0,15.152,20.0,20.0,1.5,27.1478,0.0,0.0,3.0,16571.20672,0.0,16571.20672
W1_P2,72.0,3,1,0.99,13.312,0.0,13.312,20.0,20.0,1.5,29.178,0.0,0.0,3.0,16990.3472,0.0,16990.3472
W1_P2,72.0,4,1,1.1802,15.072,0.0,15.072,20.0,20.0,1.5,27.6082,0.0,0.0,3.0,16716.84768,0.0,16716.84768
W1_P2,72.0,5,1,1.6302,18.724,0.0,18.724,20.0,20.0,1.5,24.4062,0.0,0.0,3.0,16168.28288,0.0,16168.28288
W1_P2,72.0,6,1,2.5002,9.628,0.0,9.628,20.0,20.0,1.5,34.3722,0.0,0.0,3.0,18216.24128,0.0,18216.24128
W1_P2,72.0,7,1,3.3702,22.804,3.2,26.004,20.0,20.0,1.5,18.8662,0.0,0.0,3.0,20266.92988,0.0,20266.92988
W1_P2,72.0,8,1,4.0098,17.852,10.88,28.732,20.0,20.0,1.5,16.7778,0.0,0.0,3.0,19177.23572,0.0,19177.23572
W1_P2,72.0,9,1,4.2,14.328,17.92,32.248,20.0,20.0,1.5,13.452,0.0,0.0,3.0,17473.3448,0.0,17473.3448
W1_P2,72.0,10,1,4.1202,11.904,24.96,36.864,20.0,20.0,1.5,8.7562,0.0,0.0,3.0,16809.77488,0.0,16809.77488
W1_P2,72.0,11,1,3.9,7.736,31.36,39.096,20.0,20.0,1.5,6.304,0.0,0.0,3.0,14984.9296,0.0,14984.9296
W1_P2,72.0,12,1,3.2598,8.556,35.84,44.396,20.0,20.0,1.5,0.3638,0.0,0.0,3.0,10879.11312,0.0,10879.11312
W1_P2,72.0,13,1,2.6898,14.52,37.12,51.64,20.0,20.0,1.5,0.0,7.4502,0.0,3.0,11635.4,2815.43058,8819.96942
W1_P2,72.0,14,1,3.63,6.708,32.0,38.708,20.0,20.0,1.5,6.422,0.0,0.0,3.0,15002.2128,0.0,15002.2128
W1_P2,72.0,15,1,3.8202,11.176,25.6,36.776,20.0,20.0,1.5,8.5442,0.0,0.0,3.0,14941.14708,0.0,14941.14708
W1_P2,72.0,16,1,3.75,10.108,19.2,29.308,20.0,20.0,1.5,15.942,0.0,0.0,3.0,18506.3708,0.0,18506.3708
W1_P2,72.0,17,1,3.1398,6.384,9.6,15.984,20.0,20.0,1.5,28.6558,0.0,0.0,3.0,24518.13292,0.0,24518.13292
W1_P2,72.0,18,1,2.61,6.428,3.2,9.628,20.0,20.0,1.5,34.482,0.0,0.0,3.0,34019.5568,0.0,34019.5568
W1_P2,72.0,19,1,2.1198,5.736,0.0,5.736,20.0,20.0,1.5,37.8838,0.0,0.0,3.0,36261.36112,0.0,36261.36112
W1_P2,72.0,20,1,1.86,3.752,0.0,3.752,20.0,20.0,1.5,39.608,0.0,0.0,3.0,37347.2592,0.0,37347.2592
W1_P2,72.0,21,1,1.6302,3.692,0.0,3.692,20.0,20.0,1.5,39.4382,0.0,0.0,3.0,29511.56268,0.0,29511.56268
W1_P2,72.0,22,1,1.56,4.88,0.0,4.88,20.0,20.0,1.5,38.18,0.0,0.0,3.0,28925.532,0.0,28925.532
W1_P2,72.0,23,1,1.4802,3.192,0.0,3.192,20.0,20.0,1.5,39.7882,0.0,0.0,3.0,19105.27968,0.0,19105.27968
W1_P2,63.0,0,1,1.3698,9.776,0.0,9.776,20.0,20.0,1.5,33.0938,0.0,0.0,3.0,17800.71712,0.0,17800.71712
W1_P2,63.0,1,1,1.0998,10.904,0.0,10.904,20.0,20.0,1.5,31.6958,0.0,0.0,3.0,17491.24192,0.0,17491.24192
W1_P2,63.0,2,1,0.7998,15.152,0.0,15.152,20.0,20.0,1.5,27.1478,0.0,0.0,3.0,16571.20672,0.0,16571.20672
W1_P2,63.0,3,1,0.99,13.312,0.0,13.312,20.0,20.0,1.5,29.178,0.0,0.0,3.0,16990.3472,0.0,16990.3472
W1_P2,63.0,4,1,1.1802,15.072,0.0,15.072,20.0,20.0,1.5,27.6082,0.0,0.0,3.0,16716.84768,0.0,16716.84768
W1_P2,63.0,5,1,1.6302,18.724,0.0,18.724,20.0,20.0,1.5,24.4062,0.0,0.0,3.0,16168.28288,0.0,16168.28288
W1_P2,63.0,6,1,2.5002,9.628,0.0,9.628,20.0,20.0,1.5,34.3722,0.0,0.0,3.0,18216.24128,0.0,18216.24128
W1_P2,63.0,7,1,3.3702,22.804,3.2,26.004,20.0,20.0,1.5,18.8662,0.0,0.0,3.0,20266.92988,0.0,20266.92988
W1_P2,63.0,8,1,4.0098,17.852,10.88,28.732,20.0,20.0,1.5,16.7778,0.0,0.0,3.0,19177.23572,0.0,19177.23572
W1_P2,63.0,9,1,4.2,14.328,17.92,32.248,20.0,20.0,1.5,13.452,0.0,0.0,3.0,17473.3448,0.0,17473.3448
W1_P2,63.0,10,1,4.1202,11.904,24.96,36.864,20.0,20.0,1.5,8.7562,0.0,0.0,3.0,16809.77488,0.0,16809.77488
W1_P2,63.0,11,1,3.9,7.736,31.36,39.096,20.0,20.0,1.5,6.304,0.0,0.0,3.0,14984.9296,0.0,14984.9296
W1_P2,63.0,12,1,3.2598,8.556,35.84,44.396,20.0,20.0,1.5,0.3638,0.0,0.0,3.0,10879.11312,0.0,10879.11312
W1_P2,63.0,13,1,2.6898,14.52,37.12,51.64,20.0,20.0,1.5,0.0,7.4502,0.0,3.0,11635.4,2815.43058,8819.96942
W1_P2,63.0,14,1,3.63,6.708,32.0,38.708,20.0,20.0,1.5,6.422,0.0,0.0,3.0,15002.2128,0.0,15002.2128
W1_P2,63.0,15,1,3.8202,11.176,25.6,36.776,20.0,20.0,1.5,8.5442,0.0,0.0,3.0,14941.14708,0.0,14941.14708
W1_P2,63.0,16,1,3.75,10.108,19.2,29.308,20.0,20.0,1.5,15.942,0.0,0.0,3.0,18506.3708,0.0,18506.3708
W1_P2,63.0,17,1,3.1398,6.384,9.6,15.984,20.0,20.0,1.5,28.6558,0.0,0.0,3.0,24518.13292,0.0,24518.13292
W1_P2,63.0,18,0,2.61,6.428,3.2,9.628,0.0,0.0,0.0,0.0,7.018,0.0,0.0,1348.2,2652.1022,-1303.9022
W1_P2,63.0,19,0,2.1198,5.736,0.0,5.736,0.0,0.0,0.0,0.0,3.6162,0.0,0.0,860.4,1366.56198,-506.16198
W1_P2,63.0,20,0,1.86,3.752,0.0,3.752,0.0,0.0,0.0,0.0,1.892,0.0,0.0,562.8,714.9868,-152.1868
W1_P2,63.0,21,1,1.6302,3.692,0.0,3.692,20.0,20.0,1.5,39.4382,0.0,0.0,3.0,29511.56268,0.0,29511.56268
W1_P2,63.0,22,1,1.56,4.88,0.0,4.88,20.0,20.0,1.5,38.18,0.0,0.0,3.0,28925.532,0.0,28925.532
W1_P2,63.0,23,1,1.4802,3.192,0.0,3.192,20.0,20.0,1.5,39.7882,0.0,0.0,3.0,19105.27968,0.0,19105.27968
W1_P2,54.0,0,1,1.3698,9.776,0.0,9.776,20.0,20.0,1.5,33.0938,0.0,0.0,3.0,17800.71712,0.0,17800.71712
W1_P2,54.0,1,1,1.0998,10.904,0.0,10.904,20.0,20.0,1.5,31.6958,0.0,0.0,3.0,17491.24192,0.0,17491.24192
W1_P2,54.0,2,1,0.7998,15.152,0.0,15.152,20.0,20.0,1.5,27.1478,0.0,0.0,3.0,16571.20672,0.0,16571.20672
W1_P2,54.0,3,1,0.99,13.312,0.0,13.312,20.0,20.0,1.5,29.178,0.0,0.0,3.0,16990.3472,0.0,16990.3472
W1_P2,54.0,4,1,1.1802,15.072,0.0,15.072,20.0,20.0,1.5,27.6082,0.0,0.0,3.0,16716.84768,0.0,16716.84768
W1_P2,54.0,5,1,1.6302,18.724,0.0,18.724,20.0,20.0,1.5,24.4062,0.0,0.0,3.0,16168.28288,0.0,16168.28288
W1_P2,54.0,6,1,2.5002,9.628,0.0,9.628,20.0,20.0,1.5,34.3722,0.0,0.0,3.0,18216.24128,0.0,18216.24128
W1_P2,54.0,7,1,3.3702,22.804,3.2,26.004,20.0,20.0,1.5,18.8662,0.0,0.0,3.0,20266.92988,0.0,20266.92988
W1_P2,54.0,8,1,4.0098,17.852,10.88,28.732,20.0,20.0,1.5,16.7778,0.0,0.0,3.0,19177.23572,0.0,19177.23572
W1_P2,54.0,9,1,4.2,14.328,17.92,32.248,20.0,20.0,1.5,13.452,0.0,0.0,3.0,17473.3448,0.0,17473.3448
W1_P2,54.0,10,1,4.1202,11.904,24.96,36.864,20.0,20.0,1.5,8.7562,0.0,0.0,3.0,16809.77488,0.0,16809.77488
W1_P2,54.0,11,1,3.9,7.736,31.36,39.096,20.0,20.0,1.5,6.304,0.0,0.0,3.0,14984.9296,0.0,14984.9296
W1_P2,54.0,12,1,3.2598,8.556,35.84,44.396,20.0,20.0,1.5,0.3638,0.0,0.0,3.0,10879.11312,0.0,10879.11312
